date,2020-07-05,2020-07-05,2020-07-05
ILF,,,
ILMN,Healthcare,NMS,54845702144.0
ILPT,Real Estate,NMS,1353255168.0
ILTB,,,
IMAB,Healthcare,NMS,1695546240.0
IMAC,Healthcare,NMS,12211102.0
IMAC W,,,
IMAX,Communication Services,NYQ,620200768.0
IMBI,,,
IMGN,Healthcare,NMS,851101312.0
IMH,,,
IMKT A,,,
IMLP,,,
IMMP,Healthcare,NMS,42973032.0
IMMR,Technology,NMS,160805824.0
IMMU,Healthcare,NMS,8667985920.0
IMO,Energy,ASE,11658318848.0
IMOM,,,
IMOS,,,
IMRA,Healthcare,NMS,491803008.0
IMRN,,,
IMRN W,,,
IMTB,,,
IMTE,Technology,NMS,13773256.0
IMTM,,,
IMUX,,,
IMV,Healthcare,NMS,176565264.0
IMVT,Healthcare,NMS,1936482816.0
IMXI,,,
INBK,Financial Services,NMS,156044976.0
INBK Z,,,
INCO,,,
INCY,Healthcare,NMS,23143702528.0
INDA,,,
INDB,Financial Services,NMS,2112431616.0
INDL,,,
INDO,Energy,ASE,30372636.0
INDS,,,
INDY,,,
INFI,Healthcare,NMS,51161852.0
INFN,Technology,NMS,1104561152.0
INFO,Industrials,NYQ,30098036736.0
INFR,,,
INFU,,,
INFY,Technology,NYQ,42522476544.0
ING,Financial Services,NYQ,28301109248.0
INGN,Healthcare,NMS,799666432.0
INGR,,,
INKM,,,
INMB,Healthcare,NMS,54430640.0
INMD,Healthcare,NMS,920670720.0
INN,,,
INN PRD,,,
INN PRE,,,
INO,,,
INOD,,,
INOV,,,
INPX,,,
INS,,,
INSE,Communication Services,NCM,64000604.0
INSG,Technology,NMS,1098407936.0
INSI,,,
INSM,,,
INSP,,,
INSU,Financial Services,NCM,258166256.0
INSU U,,,
INSU W,,,
INSW,Industrials,NYQ,453712960.0
INSW PRA,,,
INT,,,
INTC,Technology,NMS,250356416512.0
INTF,,,
INTG,Consumer Cyclical,NCM,59769968.0
INTL,,,
INTT,Technology,ASE,34532568.0
INTU,Technology,NMS,79613386752.0
INUV,,,
INVA,,,
INVE,,,
INVH,Real Estate,NYQ,15823253504.0
INWK,Communication Services,NMS,65861752.0
IO,,,
IONS,,,
IOO,,,
IOR,,,
IOSP,Basic Materials,NMS,1924584320.0
IOVA,,,
IP,Consumer Cyclical,NYQ,13893998592.0
IPAC,,,
IPAR,Consumer Defensive,NMS,1511328768.0
IPAY,,,
IPB,,,
IPDN,,,
IPFF,,,
IPG,Communication Services,NYQ,6646814720.0
IPGP,Technology,NMS,8435630592.0
IPHA,Healthcare,NMS,482329696.0
IPHI,Technology,NYQ,5682373632.0
IPI,,,
IPKW,,,
IPLD P,,,
IPO,,,
IPOB,,,
IPOB U,,,
IPOB WS,,,
IPOC,,,
IPOC U,,,
IPOC WS,,,
IPOS,,,
IPV,,,
IPV U,,,
IPV WS,,,
IPWR,,,
IQ,Communication Services,NMS,17475424256.0
IQDE,,,
IQDF,,,
IQDG,,,
IQDY,,,
IQI,,,
IQIN,,,
IQLT,,,
IQM,,,
IQSI,,,
IQSU,,,
IQV,Healthcare,NYQ,27025225728.0
IR,,,
IRBO,,,
IRBT,Technology,NMS,2386338560.0
IRCP,,,
IRDM,Communication Services,NMS,3498752768.0
IRET,,,
IRET PRC,,,
IRIX,Healthcare,NGM,29783594.0
IRL,Financial Services,NYQ,39252104.0
IRM,Real Estate,NYQ,7531019264.0
IRMD,,,
IROQ,Financial Services,NMS,55086460.0
IRR,,,
IRS,Real Estate,NYQ,279447808.0
IRT,Real Estate,NYQ,1082515968.0
IRTC,Healthcare,NMS,3069017344.0
IRWD,Healthcare,NMS,1622478336.0
ISBC,Financial Services,NMS,2028846208.0
ISCF,,,
ISD,Financial Services,NYQ,445639776.0
ISDR,,,
ISDS,,,
ISDX,,,
ISEE,,,
ISEM,,,
ISHG,,,
ISIG,Communication Services,NMS,9193270.0
ISMD,,,
ISNS,Technology,NMS,18234756.0
ISR,,,
ISRA,,,
ISRG,,,
ISSC,Industrials,NMS,86280752.0
ISTB,,,
ISTR,Financial Services,NMS,154891984.0
ISZE,,,
IT,,,
ITA,,,
ITB,,,
ITCB,,,
ITCI,Healthcare,NMS,1608766592.0
ITEQ,,,
ITGR,,,
ITI,,,
ITIC,Financial Services,NMS,221778672.0
ITM,,,
ITMR,Healthcare,NMS,293914688.0
ITOT,,,
ITP,,,
ITRI,Technology,NMS,2651460352.0
ITRM,Healthcare,NMS,21230434.0
ITRN,Technology,NMS,378892928.0
ITT,Industrials,NYQ,4976921088.0
ITUB,,,
ITW,Industrials,NYQ,55161729024.0
IUS,,,
IUSB,,,
IUSG,,,
IUSS,,,
IUSV,,,
IVAC,Industrials,NMS,125666680.0
IVAL,,,
IVC,Healthcare,NYQ,222005776.0
IVE,,,
IVES,,,
IVH,Financial Services,NYQ,188898000.0
IVLU,,,
IVOG,,,
IVOL,,,
IVOO,,,
IVOV,,,
IVR,,,
IVR PRA,,,
IVR PRB,,,
IVR PRC,,,
IVV,,,
IVW,,,
IVZ,Financial Services,NYQ,4841352704.0
IWB,,,
IWC,,,
IWD,,,
IWF,,,
IWL,,,
IWM,,,
IWN,,,
IWO,,,
IWP,,,
IWR,,,
IWS,,,
IWV,,,
IWX,,,
IWY,,,
IX,Financial Services,NYQ,15019175936.0
IXC,,,
IXG,,,
IXJ,,,
IXN,,,
IXP,,,
IXSE,,,
IXUS,,,
IYC,,,
IYE,,,
IYF,,,
IYG,,,
IYH,,,
IYJ,,,
IYK,,,
IYLD,,,
IYM,,,
IYR,,,
IYT,,,
IYW,,,
IYY,,,
IYZ,,,
IZEA,,,
IZRL,,,
J,Industrials,NYQ,11144623104.0
JACK,,,
JAGG,,,
JAGX,,,
JAKK,Consumer Cyclical,NMS,27887798.0
JAN,,,
JAX,Consumer Cyclical,NYQ,68753584.0
JAZZ,,,
JBGS,Real Estate,NYQ,3979944192.0
JBHT,Industrials,NMS,12471818240.0
JBK,,,
JBL,Technology,NYQ,4735552512.0
JBLU,Industrials,NMS,2877773824.0
JBSS,Consumer Defensive,NMS,974052032.0
JBT,Industrials,NYQ,2642676992.0
JCAP,Real Estate,NYQ,326965984.0
JCAP PRB,,,
JCE,Financial Services,NYQ,196519216.0
JCI,Industrials,NYQ,25544222720.0
JCO,Financial Services,NYQ,230057744.0
JCOM,,,
JCPB,,,
JCS,,,
JCTC F,,,
JD,Consumer Cyclical,NMS,94608744448.0
JDD,Financial Services,NYQ,155128896.0
JDIV,,,
JDST,,,
JE,Utilities,NYQ,77320944.0
JE PRA,,,
JEF,Financial Services,NYQ,4158918400.0
JELD,Industrials,NYQ,1519181952.0
JEMD,,,
JEPI,,,
JEQ,Financial Services,NYQ,100831920.0
JETS,,,
JFIN,Communication Services,NMS,209617008.0
JFK,Financial Services,NMS,75389120.0
JFKK R,,,
JFKK U,,,
JFKK W,,,
JFR,Financial Services,NYQ,449656160.0
JFU,Technology,NMS,663649472.0
JG,,,
JGH,Financial Services,NYQ,309186528.0
JHAA,,NYQ,72722000.0
JHB,,NYQ,500799488.0
JHCS,,,
JHEM,,,
JHG,Financial Services,NYQ,3814775552.0
JHI,Financial Services,NYQ,136351936.0
JHMA,,,
JHMC,,,
JHMD,,,
JHME,,,
JHMF,,,
JHMH,,,
JHMI,,,
JHML,,,
JHMM,,,
JHMS,,,
JHMT,,,
JHMU,,,
JHS,Financial Services,NYQ,170040368.0
JHSC,,,
JHX,,,
JHY,Financial Services,NYQ,146931632.0
JIG,,,
JIGB,,,
JIH,Financial Services,NYQ,433837504.0
JIH WS,,,
JILL,Consumer Cyclical,NYQ,32685166.0
JJA,,,
JJC,,,
JJE,,,
JJG,,,
JJM,,,
JJN,,,
JJP,,,
JJS,,,
JJSF,Consumer Defensive,NMS,2334166784.0
JJT,,,
JJU,,,
JKD,,,
JKE,,,
JKF,,,
JKG,,,
JKH,,,
JKHY,,,
JKI,,,
JKJ,,,
JKK,,,
JKL,,,
JKS,Technology,NYQ,850330816.0
JLL,,,
JLS,Financial Services,NYQ,108431816.0
JMBS,,,
JMIA,,,
JMIN,,,
JMM,,,
JMOM,,,
JMP,,,
JMPN L,,,
JMPN Z,,,
JMST,,,
JMUB,,,
JNCE,Healthcare,NMS,221685696.0
JNJ,Healthcare,NYQ,371646267392.0
JNK,,,
JNPR,Technology,NYQ,7468674560.0
JNUG,,,
JO,,,
JOB,Industrials,ASE,23749500.0
JOBS,,,
JOE,,,
JOF,,,
JOUT,Consumer Cyclical,NMS,914995968.0
JOYY,,,
JP,Financial Services,NYQ,54472196.0
JPC,Financial Services,NYQ,878330496.0
JPEM,,,
JPGB,,,
JPHY,,,
JPI,Financial Services,NYQ,521597312.0
JPIN,,,
JPM,,,
JPM PRC,,,
JPM PRD,,,
JPM PRG,,,
JPM PRH,,,
JPM PRJ,,,
JPMB,,,
JPME,,,
JPMV,,,
JPN,,,
JPNL,,,
JPS,Financial Services,NYQ,1778999296.0
JPSE,,,
JPST,,,
JPT,,NYQ,151004592.0
JPUS,,,
JPXN,,,
JQC,Financial Services,NYQ,800093056.0
JQUA,,,
JRI,Financial Services,NYQ,324685920.0
JRJC,,,
JRO,,,
JRS,Financial Services,NYQ,223050096.0
JRSH,Consumer Cyclical,NMS,55945500.0
JRVR,Financial Services,NMS,1362125440.0
JSD,Financial Services,NYQ,120036688.0
JSM,,,
JSMD,,,
JSML,,,
JT,,,
JTA,Financial Services,NYQ,113992904.0
JTD,Financial Services,NYQ,187716528.0
JUST,,,
JVA,,,
JVAL,,,
JW A,,,
JW B,,,
JWN,Consumer Cyclical,NYQ,2434011392.0
JWS U,,,
JXI,,,
JYNT,Healthcare,NMS,206770240.0
K,Consumer Defensive,NYQ,22722447360.0
KAI,Industrials,NYQ,1152684800.0
KALA,Healthcare,NMS,588359936.0
KALL,,,
KALU,Basic Materials,NMS,1110008960.0
KALV,Healthcare,NGM,231478192.0
KAMN,Industrials,NYQ,1119033216.0
KAPR,,,
KAR,Consumer Cyclical,NYQ,1737941760.0
KARS,,,
KB,Financial Services,NYQ,11303847936.0
KBA,,,
KBAL,Consumer Cyclical,NMS,414785152.0
KBE,,,
KBH,,,
KBLM,Financial Services,NMS,48311172.0
KBLM R,,,
KBLM U,,,
KBLM W,,,
KBR,Industrials,NYQ,3207374336.0
KBSF,,,
KBWB,,,
KBWD,,,
KBWP,,,
KBWR,,,
KBWY,,,
KC,,,
KCAC U,,,
KCAP L,,,
KCCB,,,
KCE,,,
KCNY,,,
KDFI,,,
KDMN,Healthcare,NYQ,755322688.0
KDP,Consumer Defensive,NYQ,40145989632.0
KE,Industrials,NMS,308093408.0
KELY A,,,
KELY B,,,
KEMQ,,,
KEMX,,,
KEN,,,
KEP,Utilities,NYQ,10328425472.0
KEQU,Consumer Cyclical,NMS,25442864.0
KERN,Healthcare,NMS,108853928.0
KERN W,,,
KEX,Industrials,NYQ,3031318784.0
KEY,Financial Services,NYQ,11422004224.0
KEY PRI,,,
KEY PRJ,,,
KEY PRK,,,
KEYS,,,
KF,,,
KFFB,Financial Services,NMS,57257184.0
KFRC,,,
KFS,,,
KFY,Industrials,NYQ,1660692608.0
KFYP,,,
KGC,,,
KGJI,,,
KGRN,,,
KHC,Consumer Defensive,NMS,38866411520.0
KIDS,Healthcare,NMS,858945216.0
KIE,,,
KIM,Real Estate,NYQ,5519019008.0
KIM PRL,,,
KIM PRM,,,
KIN,Healthcare,NMS,163837632.0
KINS,,,
KIO,,,
KIQ,,,
KIRK,,,
KJAN,,,
KKR,Financial Services,NYQ,26367713280.0
KKR PRA,,,
KKR PRB,,,
KL,Basic Materials,NYQ,11508430848.0
KLAC,Technology,NMS,30468675584.0
KLCD,,,
KLDO,,,
KLDW,,,
KLIC,Technology,NMS,1324091520.0
KLR,Communication Services,ASE,86751952.0
KLR WS,,,
KLXE,Energy,NMS,52458608.0
KMB,Consumer Defensive,NYQ,48766328832.0
KMDA,Healthcare,NMS,385811840.0
KMED,,,
KMF,Financial Services,NYQ,214276656.0
KMI,Energy,NYQ,34193727488.0
KMPR,Financial Services,NYQ,4660205056.0
KMT,Industrials,NYQ,2343149568.0
KMX,Consumer Cyclical,NYQ,14549819392.0
KN,Technology,NYQ,1393924096.0
KNAB,,,
KNDI,Consumer Cyclical,NMS,210869104.0
KNG,,,
KNL,Industrials,NYQ,583841280.0
KNOP,,,
KNOW,,,
KNSA,Healthcare,NMS,1441832448.0
KNSL,,,
KNX,Industrials,NYQ,7135962624.0
KO,Consumer Defensive,NYQ,192754663424.0
KOCT,,,
KOD,Healthcare,NMS,2161501952.0
KODK,Industrials,NYQ,96651256.0
KOF,Consumer Defensive,NYQ,77646798848.0
KOIN,,,
KOKU,,,
KOL,,,
KOLD,,,
KOMP,,,
KOP,Basic Materials,NYQ,385643616.0
KOPN,Technology,NMS,118874424.0
KORP,,,
KORU,,,
KOS,Energy,NYQ,656409408.0
KOSS,Technology,NCM,10959149.0
KPTI,Healthcare,NMS,1441232640.0
KR,,,
KRA,,,
KRC,Real Estate,NYQ,6859501568.0
KRE,,,
KREF,Real Estate,NYQ,878677504.0
KRG,,,
KRKR,,,
KRMA,,,
KRMD,Healthcare,NMS,398199296.0
KRNT,Industrials,NMS,2086196096.0
KRNY,,,
KRO,Basic Materials,NYQ,1176085248.0
KROS,,,
KRP,Energy,NYQ,501649024.0
KRTX,Healthcare,NGM,2867517184.0
KRUS,Consumer Cyclical,NGM,113526040.0
KRYS,Healthcare,NMS,879820800.0
KSA,,,
KSCD,,,
KSM,,,
KSS,Consumer Cyclical,NYQ,3246227200.0
KSU,,,
KSU PR,,,
KT,Communication Services,NYQ,4923952128.0
KTB,Consumer Cyclical,NYQ,987914752.0
KTCC,Technology,NMS,65418976.0
KTF,Financial Services,NYQ,427004736.0
KTH,,,
KTN,,,
KTOS,,,
KTOV,Healthcare,NMS,162426368.0
KTOV W,,,
KURA,Healthcare,NMS,921819008.0
KURE,,,
KVHI,,,
KW,Real Estate,NYQ,2211165440.0
KWEB,,,
KWR,Basic Materials,NYQ,3288004608.0
KXI,,,
KXIN,Financial Services,NCM,50119184.0
KYN,Financial Services,NYQ,655689024.0
KZIA,Healthcare,NCM,25424910.0
KZR,Healthcare,NMS,240284096.0
L,Financial Services,NYQ,9481376768.0
LABD,,,
LABU,,,
LAC,,,
LACK,,,
LACQ,Financial Services,NMS,67507376.0
LACQ U,,,
LACQ W,,,
LAD,,,
LADR,Real Estate,NYQ,919392128.0
LAIX,Consumer Defensive,NYQ,126001104.0
LAKE,Consumer Cyclical,NMS,180104400.0
LAMR,,,
LANC,Consumer Defensive,NMS,4335145984.0
LAND,Real Estate,NMS,333859264.0
LAND P,,,
LARK,,,
LASR,,,
LATN,,,
LATN W,,,
LAUR,Consumer Defensive,NMS,2130363136.0
LAWS,Industrials,NMS,279784000.0
LAZ,Financial Services,NYQ,3013801728.0
LAZY,Consumer Cyclical,NMS,71347328.0
LB,Consumer Cyclical,NYQ,4197996032.0
LBAI,Financial Services,NMS,535912800.0
LBC,,,
LBJ,,,
LBRD A,,,
LBRD K,,,
LBRT,Energy,NYQ,626783744.0
LBTY A,,,
LBTY B,,,
LBTY K,,,
LC,,,
LCA,Financial Services,NCM,571225856.0
LCAH U,,,
LCAH W,,,
LCI,Healthcare,NYQ,287298400.0
LCII,,,
LCNB,Financial Services,NMS,188451184.0
LCR,,,
LCTX,,,
LCUT,,,
LD,,,
LDEM,,,
LDL,Industrials,NYQ,241001808.0
LDOS,Technology,NYQ,13301000192.0
LDP,,,
LDRS,,,
LDSF,,,
LDUR,,,
LE,Consumer Cyclical,NMS,269242976.0
LEA,Consumer Cyclical,NYQ,6464126464.0
LEAD,,,
LEAF,,,
LECO,,,
LEDS,,,
LEE,Communication Services,NYQ,57320212.0
LEG,Consumer Cyclical,NYQ,4542392320.0
LEGH,Consumer Cyclical,NMS,333573792.0
LEGN,,,
LEGR,,,
LEJU,Real Estate,NYQ,285119104.0
LEMB,,,
LEN,Consumer Cyclical,NYQ,18213758976.0
LEN B,,,
LEND,,,
LEO,Financial Services,NYQ,482125952.0
LEU,Energy,ASE,94643808.0
LEVI,Consumer Cyclical,NYQ,5289189888.0
LEVL,Financial Services,NMS,129336616.0
LFAC,Financial Services,NMS,206676016.0
LFAC W,,,
LFC,Financial Services,NYQ,104773640192.0
LFEQ,,,
LFUS,Technology,NMS,4022962176.0
LFVN,,,
LGC,Financial Services,NYQ,383878240.0
LGC U,,,
LGC WS,,,
LGF A,,,
LGF B,,,
LGH,,,
LGHL,,,
LGHL W,,,
LGI,Financial Services,NYQ,184750512.0
LGIH,Consumer Cyclical,NMS,2203287552.0
LGL,,,
LGLV,,,
LGND,,,
LGOV,,,
LGVW U,,,
LH,,,
LHC,Financial Services,NYQ,252610000.0
LHC U,,,
LHC WS,,,
LHCG,Healthcare,NMS,5596868096.0
LHX,,,
LIFE,,,
LII,Industrials,NYQ,8918099968.0
LILA,Communication Services,NMS,1701756672.0
LILA K,,,
LIN,Basic Materials,NYQ,116202430464.0
LINC,Consumer Defensive,NMS,105458000.0
LIND,Consumer Cyclical,NCM,383701760.0
LINX,Technology,NYQ,834636352.0
LIQT,,,
LIT,,,
LITB,Consumer Cyclical,NYQ,104801176.0
LITE,Technology,NMS,6161274368.0
LIVE,,,
LIVK,Financial Services,NCM,100007776.0
LIVK W,,,
LIVN,Healthcare,NMS,2477819648.0
LIVX,Communication Services,NCM,223774752.0
LIZI,Communication Services,NGM,241013440.0
LJPC,,,
LKCO,Communication Services,NMS,128803256.0
LKFN,Financial Services,NMS,1145241088.0
LKOR,,,
LKQ,,,
LL,,,
LLEX,,,
LLIT,,,
LLNW,Technology,NMS,930947072.0
LLY,Healthcare,NYQ,156733456384.0
LM,,,
LMAT,Healthcare,NGM,531787808.0
LMB,Industrials,NCM,28821906.0
LMBS,,,
LMFA,,,
LMFA W,,,
LMHA,,,
LMHB,,,
LMLB,,,
LMNL,Healthcare,NGM,396244704.0
LMNR,,,
LMNX,Healthcare,NMS,1503740288.0
LMPX,Consumer Cyclical,NCM,92595680.0
LMRK,Real Estate,NGM,250193952.0
LMRK N,,,
LMRK O,,,
LMRK P,,,
LMST,Financial Services,NCM,96387288.0
LMT,Industrials,NYQ,101517475840.0
LN,Communication Services,NYQ,12149374976.0
LNC,Financial Services,NYQ,6687482880.0
LND,Consumer Defensive,NYQ,247557632.0
LNDC,,,
LNG,,,
LNGR,,,
LNN,Industrials,NYQ,1015437440.0
LNT,Utilities,NMS,12330486784.0
LNTH,Healthcare,NGM,972402752.0
LOAC,Financial Services,NCM,56652500.0
LOAC R,,,
LOAC U,,,
LOAC W,,,
LOAK,,,
LOAK U,,,
LOAK WS,,,
LOAN,,,
LOB,,,
LOCO,Consumer Cyclical,NMS,523394656.0
LODE,,,
LOGC,Healthcare,NGM,194967552.0
LOGI,,,
LOGM,Technology,NMS,4163075584.0
LOMA,Basic Materials,NYQ,811491008.0
LONE,Energy,NGM,11797469.0
LOOP,,,
LOPE,Consumer Defensive,NMS,4296066048.0
LORL,Communication Services,NMS,608138816.0
LOUP,,,
LOV,Communication Services,ASE,90678016.0
LOVE,Consumer Cyclical,NGM,386981984.0
LOW,Consumer Cyclical,NYQ,102461464576.0
LOWC,,,
LPCN,Healthcare,NMS,62722144.0
LPG,Energy,NYQ,373585792.0
LPI,,,
LPL,Technology,NYQ,3502620672.0
LPLA,Financial Services,NMS,6081999360.0
LPRO,,,
LPSN,Technology,NMS,2907429120.0
LPTH,,,
LPTX,Healthcare,NGM,116022464.0
LPX,Industrials,NYQ,2859008768.0
LQD,,,
LQDA,Healthcare,NCM,221015536.0
LQDH,,,
LQDI,,,
LQDT,,,
LRCX,Technology,NMS,46988939264.0
LRGE,,,
LRGF,,,
LRMR,,,
LRN,,,
LRNZ,,,
LSAC,,,
LSAC U,,,
LSAC W,,,
LSAF,,,
LSBK,Financial Services,NGM,73167584.0
LSCC,Technology,NMS,3891951104.0
LSI,Real Estate,NYQ,4616072192.0
LSLT,,,
LSST,,,
LSTR,,,
LSXM A,,,
LSXM B,,,
LSXM K,,,
LTBR,,,
LTC,Real Estate,NYQ,1491452928.0
LTHM,Basic Materials,NYQ,899068544.0
LTL,,,
LTPZ,,,
LTRN,,,
LTRP A,,,
LTRP B,,,
LTRX,,,
LUB,Consumer Cyclical,NYQ,43917696.0
LULU,,,
LUMO,Healthcare,NMS,134592144.0
LUNA,Technology,NMS,178651488.0
LUV,Industrials,NYQ,20109848576.0
LVGO,Healthcare,NMS,7122055680.0
LVHB,,,
LVHD,,,
LVHI,,,
LVS,Consumer Cyclical,NYQ,35391246336.0
LVUS,,,
LW,Consumer Defensive,NYQ,9267635200.0
LWAY,Consumer Defensive,NMS,36253168.0
LX,Financial Services,NMS,2096167424.0
LXFR,,,
LXP,,,
LXP PRC,,,
LXRX,,,
LXU,Basic Materials,NYQ,34284744.0
LYB,Basic Materials,NYQ,22339059712.0
LYFT,Technology,NMS,9762693120.0
LYG,,,
LYL,Financial Services,NMS,13705681.0
LYRA,,,
LYTS,Technology,NMS,162134048.0
LYV,,,
LZB,Consumer Cyclical,NYQ,1239539072.0
M,,,
MA,Financial Services,NYQ,303551086592.0
MAA,,,
MAA PRI,,,
MAAX,,,
MAC,Real Estate,NYQ,1195970816.0
MACK,,,
MAG,,,
MAGA,,,
MAGS,Industrials,NGM,68767384.0
MAIN,Financial Services,NYQ,1991905024.0
MAN,Industrials,NYQ,3943343360.0
MANH,Technology,NMS,5894940672.0
MANT,Technology,NMS,2777620224.0
MANU,Consumer Cyclical,NYQ,2669373696.0
MAR,Consumer Cyclical,NMS,28469678080.0
MARA,,,
MARB,,,
MARK,,,
MARP S,,,
MAS,Industrials,NYQ,13224676352.0
MASI,Healthcare,NMS,12539620352.0
MAT,Consumer Cyclical,NMS,3510607616.0
MATW,Industrials,NMS,578169344.0
MATX,,,
MAV,Financial Services,NYQ,251656464.0
MAXR,Technology,NYQ,1108772224.0
MAYS,Real Estate,NMS,44014556.0
MBB,,,
MBCN,Financial Services,NMS,128726984.0
MBI,Financial Services,NYQ,481347008.0
MBII,Basic Materials,NCM,162554960.0
MBIN,Financial Services,NCM,509604512.0
MBIN O,,,
MBIN P,,,
MBIO,Healthcare,NMS,131528592.0
MBNK P,,,
MBOT,,,
MBRX,Healthcare,NMS,56060208.0
MBSD,,,
MBT,,,
MBUU,Consumer Cyclical,NMS,1057270464.0
MBWM,Financial Services,NMS,340814304.0
MC,Financial Services,NYQ,1697605120.0
MCA,Financial Services,NYQ,478927360.0
MCAC U,,,
MCB,Financial Services,NYQ,240632144.0
MCBC,,,
MCBS,,,
MCC,Financial Services,NYQ,40038536.0
MCD,Consumer Cyclical,NYQ,136457396224.0
MCEF,,,
MCEP,,,
MCF,,,
MCFT,,,
MCHI,,,
MCHP,Technology,NMS,26360567808.0
MCHX,Communication Services,NMS,64121764.0
MCI,,,
MCK,,,
MCMJ,,,
MCN,,,
MCO,,,
MCR,Financial Services,NYQ,364361120.0
MCRB,Healthcare,NMS,362269504.0
MCRI,Consumer Cyclical,NMS,624864128.0
MCRO,,,
MCS,Communication Services,NYQ,411196000.0
MCV,,,
MCX,,,
MCY,Financial Services,NYQ,2207665152.0
MD,Healthcare,NYQ,1491244544.0
MDB,Technology,NMS,11412684800.0
MDC,Consumer Cyclical,NYQ,2182316288.0
MDCA,,,
MDGL,Healthcare,NMS,1721590144.0
MDGS,,,
MDGS W,,,
MDIA,,NMS,34559760.0
MDIV,,,
MDJH,Real Estate,NMS,32710648.0
MDLA,Technology,NYQ,3941761024.0
MDLQ,,,
MDLX,,,
MDLY,Financial Services,NYQ,25272672.0
MDLZ,,,
MDP,Communication Services,NYQ,665861056.0
MDRR,Real Estate,NMS,8736265.0
MDRX,Healthcare,NMS,1079331968.0
MDT,Healthcare,NYQ,124955508736.0
MDU,Basic Materials,NYQ,4460681216.0
MDWD,Healthcare,NMS,91701400.0
MDY,,,
MDYG,,,
MDYV,,,
MEAR,,,
MEC,Industrials,NYQ,155840224.0
MED,,,
MEDP,Healthcare,NMS,3309991936.0
MEDS,,,
MEET,,,
MEI,Technology,NYQ,1093002112.0
MEIP,,,
MELI,Consumer Cyclical,NMS,49134358528.0
MEN,Financial Services,NYQ,322044288.0
MEOH,Basic Materials,NMS,1421985024.0
MER PRK,,,
MERC,,,
MESA,Industrials,NMS,116143168.0
MESO,Healthcare,NMS,1265620736.0
MET,Financial Services,NYQ,32355549184.0
MET PRA,,,
MET PRE,,,
MET PRF,,,
METC,,,
METX,,,
METX W,,,
MEXX,,,
MFA,,,
MFA PRB,,,
MFA PRC,,,
MFAC,Financial Services,NYQ,230126960.0
MFAC U,,,
MFAC WS,,,
MFC,Financial Services,NYQ,26264977408.0
MFD,Financial Services,NYQ,69490688.0
MFDX,,,
MFEM,,,
MFG,Financial Services,NYQ,31365285888.0
MFGP,,,
MFH,,,
MFIN,Financial Services,NMS,67722288.0
MFIN L,,,
MFL,Financial Services,NYQ,494924384.0
MFM,Financial Services,NYQ,256186864.0
MFMS,,,
MFNC,Financial Services,NMS,108496080.0
MFO,,,
MFT,Financial Services,NYQ,110647296.0
MFUS,,,
MFV,Financial Services,NYQ,39044704.0
MG,Industrials,NYQ,103213056.0
MGA,Consumer Cyclical,NYQ,13361485824.0
MGC,,,
MGEE,Utilities,NMS,2345558272.0
MGEN,Healthcare,NMS,56261936.0
MGF,Financial Services,NYQ,152573136.0
MGI,,,
MGIC,Technology,NMS,558650432.0
MGK,,,
MGLN,Healthcare,NMS,1822737024.0
MGM,Consumer Cyclical,NYQ,8315655680.0
MGNX,Healthcare,NMS,1449570944.0
MGP,Real Estate,NYQ,9094141952.0
MGPI,,,
MGR,,,
MGRC,,,
MGTA,Healthcare,NMS,384509440.0
MGTX,Healthcare,NMS,460304768.0
MGU,Financial Services,NYQ,225551552.0
MGV,,,
MGY,,,
MGYR,Financial Services,NGM,51773780.0
MH PRA,,,
MH PRC,,,
MH PRD,,,
MHD,Financial Services,NYQ,212435008.0
MHE,,,
MHF,,,
MHH,Industrials,ASE,272108384.0
MHI,Financial Services,NYQ,257315696.0
MHK,Consumer Cyclical,NYQ,7062213632.0
MHLA,,,
MHLD,Financial Services,NMS,106745688.0
MHN,,,
MHNC,,,
MHO,Consumer Cyclical,NYQ,915597888.0
MIC,,,
MICT,,,
MIDD,,,
MIDF,,,
MIDU,,,
MIE,Financial Services,NYQ,55889804.0
MIK,,,
MILN,,,
MIME,Technology,NMS,2723874560.0
MIN,Financial Services,NYQ,437059872.0
MINC,,,
MIND,Technology,NMS,18882410.0
MIND P,,,
MINI,,,
MINT,,,
MIRM,,,
MIST,Healthcare,NMS,91605744.0
MITK,Technology,NMS,385252896.0
MITO,Healthcare,NMS,89882064.0
MITT,Real Estate,NYQ,113897544.0
MITT PRA,,,
MITT PRB,,,
MITT PRC,,,
MIXT,Technology,NYQ,186603376.0
MIY,,,
MJ,,,
MJCO,,,
MJJ,,,
MJO,,,
MKC,Consumer Defensive,NYQ,24196081664.0
MKC V,,,
MKD,,,
MKGI,,,
MKL,,,
MKSI,Technology,NMS,6254387712.0
MKTX,Financial Services,NMS,19026370560.0
MLAB,,,
MLCO,Consumer Cyclical,NMS,7625489920.0
MLHR,Industrials,NMS,1311163136.0
MLI,Industrials,NYQ,1504575104.0
MLM,Basic Materials,NYQ,13287916544.0
MLN,,,
MLND,Healthcare,NMS,32679484.0
MLP,,,
MLPA,,,
MLPB,,,
MLPC,,,
MLPE,,,
MLPG,,,
MLPI,,,
MLPO,,,
MLPR,,,
MLPX,,,
MLPY,,,
MLR,,,
MLSS,,,
MLVF,Financial Services,NMS,95194360.0
MMAC,Financial Services,NMS,131114952.0
MMC,,,
MMD,Financial Services,NYQ,562827776.0
